Hospital,#colm,var_colm_stuc,hd_tm,vr0,l_mark_for_render,hd_cl1,hd_cl1_0,hd_cl1_1,hd_cl2,hd_cl2_0,hd_cl2_1,hd_cl3,hd_cl3_0,hd_cl3_1,hd_cl4,hd_cl4_0,hd_cl4_1,hd_cl5,hd_cl5_0,hd_cl5_1,hd_cl6,hd_cl6_0,hd_cl6_1,hd_cl7,hd_cl7_0,hd_cl7_1,hd_cl8,hd_cl8_0,hd_cl8_1,hd_cl9,hd_cl9_0,hd_cl9_1,start1,start_no,start1_t,end1,end_no,end1_t,sbt,sbt_cnsd,sbt_not_cnsd,sbt_no,vacant_box,correct_box,correct_spl_box,boxwise_corr,spf_spl_corr,head_to_home,specific_head_corr,correct_head,cnt_cond,space_within_box,pre_peronailse_at_basic_ext,peronailse_at_basic_ext,peronailse_at_merge,num_data,fc_yes,add_head,head_pos_corr,add_subtotal,sift_sbt,head_to_head_sbt,add_to_cnld,one_to_many,recognise_head,one_to_two_line,w_mark_txt,crop_data_1,clean_data_1,cd1_yes,ss1_yes,skip_data_1,sd1_yes,addj_overlap,clean_amt,ca_yes,crop_shift_1,cs1_yes,correct_cld_1,prefer_next,shift_data_1,merge_param,merge_space,mp_else,merge_set,spl_bottom,qty,date,rate,total,discount,amount,disc_func,rate_func,dot_zz_func,datetime_func,dtf_yes,date_func,df_yes,head_list,hdl_no,lebels,head_identify_1,correct_combination,default_clm_rng
Utkal_N16075,6,yes,"UHID,9",40,,"Item,WARD/ROOM|NAME,0,WARD/ROOM|NAME,0","2,1,0","3,1,0","Date,WARD/ROOM|NAME,0,WARD/ROOM|NAME,0","3,1,1","8,1,0","Remark,WARD/ROOM|NAME,0,WARD/ROOM|NAME,0","15,1,1","15,1,0","Remark,WARD/ROOM|NAME,0,WARD/ROOM|NAME,0","15,1,1","15,1,0","Remark,WARD/ROOM|NAME,0,WARD/ROOM|NAME,0","15,1,1","15,1,0","Amount,UHID,2,UHID,2","1,2,0","4,1,0",,,,,,,,,,"zzzzz,",,1,"TOTAL BILL AMOUNT,",,-10,TOTAL AMOUNT,,,Total Vitamin,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,yes,"WARD/ ROOM|WARD / ROOM|DATE OF|ITEMS|NAME|WARD/ROOM|WARD /ROOM|ISSUE No|ISSUE NO|ITEM|CREDIT BILL|RUPEES|SIGNATURE|DESCRIPTION,0,IP20,2,UHID No,3,PM|PRINT BY,5,DATE|UHID No|AGE / SEX|WARD/ROOM|ROUNDED OFF|PHARMACY RETURN|TOTAL MEDICINE|GRAND BILL|ADVANCE RECEIVED|NET RECEIVABLE|PRINT BY|PAGE No|http|HSN|CODE,1",,,,,,,,,"\d+|\w+,\d+|\w+,\d+\.\d+,\d+\.\d+,\d+\.\d+,\d+\.\d+,1,1,5,5,5,5,3",,,"SYNOVECTOMY 100,PCL AVULSION FIXATION 100,ARTHROSCOPIC ACL RECONSTRUCTION,ARTHRODESIS KNEE 100,ARTHROSCOPIC BANKARTS REPAIR 100,ACL / PCL / MCL RECONSTRUCTION(PACKAGE),CEMENTED BIPOLAR PROSTHESIS 100,CEMENTED BIPOLAR PROST,room charges,COMMANDO WITH ITF CLEARANCE 100,EXTENDED SUPRA OMOHYOID NECK DISSECTION 100,EXTENDED SUPRA OMOHYOID NECK DISSECTION 100,Free Flap (Radial) 100",,,,,,,,,,,,,,,"ROOM CHARGES,PATHOLOGY LAB,RADIOLOGY BILL,BEDSIDE PROCEDURE,SURGICAL BILL,PHARMACY & OTHER CONSUMABLES ISSUE,CARDIOLOGY VISIT CHARGE,MEDICAL VISIT CHARGE,ANAESTHESIOLOGY VISIT CHARGE,ORTHOPAEDIC AND SPINE SURGERY VISIT CHARGE,EQUIPMENTS,OTHER CHARGES,ADMISSION CHARGE,MEDICAL RECORD,PACKAGE CHARGES,OT EQUIPMENT,PHYSIOTHERAPY VISIT CHARGE,EMERGENCY VISIT CHARGE,ORTHOPAEDICS VISIT CHARGE,ONCO-SURGERY VISIT CHARGE,CRITICAL CARE VISIT CHARGE,INTERNAL MEDICINE VISIT CHARGE,NEUROLOGY VISIT CHARGE",,"Item,Date,Remark,Qty,Rate,Amount",,,
Tata_N15878,6,,"Amount,9",40,,"Date,Date","1,1,0","1,2,0","Service,Service","2,1,0","1,2,0","Description,Service","1,2,1","2,1,0","Quantity,Quantity|Quan","1,2,0","1,10,0","Rate,Rate","2,1,0","1,1,0","Amount,Amount","15,10,0","3,1,0",,,,,,,,,,"Doctor Name,",,1,"Net Payable|Payable Am,",,1,Subtotal,,,Total Vitamin,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,yes,"Date|http|Payable by,0,Date|======,0,Service,1,Service|Code,1,Page,5",,,,,,,,,"\d+\-\w+\-\d+|Sum,\d+\-\w+\-\d+,\d+\-\w+\-\d+,\d+\-\w+\-\d+,0,0,0,0,2",,,,,,,,,,,,,,,,,,"REGISTRATION,Pharmacy,ACCOMODATION+DOCTOR,OT NON PACKAGES,PAEDIATRY,PATHOLOGY,GYENAECOLOGY,NURSERY,SUNDRIES,IMAGING,CARDIOLOGY,CATH LAB,Proc cardio,CONSULTANT FEES,ACCOMODATION+ DOCTOR,ENT,PHYSIOTHERAPY",,"Date,Remark,Item,Qty,Rate,Amount",,,
Devi_N3046,6,,"Amount,8",40,,"Particulars,Particul","2,1,0","1,1,0","Particulars,Particul","12,1,1","12,1,0","Particulars,Particul","12,1,1","12,1,0","Particulars,Particul","12,1,1","12,1,0","Particulars,Particul","12,1,1","12,1,0","Amount,Amount","2,1,0","3,1,0",,,,,,,,,,"Enhancement|Enchancment,",,1,"TOTAL|Total,",,1,Subtotal,,,Total Vitamin,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,yes,"Insurance Co|C No,0,Name|Diagnosis|Particulars|ID NO,0,AL No,0,Ref No|Bill No|Date,5,Age,5",,,,,,,,,"\w+|Bed Charges|Surgeon Charges|O. T Charges|Anaesthesia Charges|Surgery,\w+,\w+,\d+,\d+,\d+,0,0,0,5,5,5,3",,,"bed charges,surgeon charges,o. t charges,anaesthesia charges",,,,,,,,,,,,,,,"Bed Charges,Surgeon Charges,O. T Charges,Injection Pagenax,Surgery,Anaesthesia Charges,IOL Charges,Anesthesia Charges,OT Charges,EYLEA Injection Charges,Ozurdex Injection Charges,OT Charges,MICS Phaco Procedure Charges",,"Item,Remark,Remark,Remark,Remark,Amount",,,
Isha_N4843,6,,"AMOUNT,8",100,,"PARTICULARS,PARTICUL","2,1,0","2,1,0","Remark,PARTICUL","10,1,1","10,1,0","Remark,PARTICUL","10,1,1","10,1,0","Remark,PARTICUL","10,1,1","10,1,0","RATE,RATE","1,1,0","1,2,0","AMOUNT,AMOUNT","1,1,0","1,1,0",,,,,,,,,,"CCN NO,",,20,"BILL AMOUNT,",,1,Subtotal,,,Total Vitamin,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,yes,"PARTICULARS,0,PARTICULARS,0,PARTICULARS,0,PARTICULARS,0,PARTICULARS,0",,,,,,,,,"\d\s?\.\s?\d,\d\s?\.\s?\d,\d\s?\.\s?\d,\d\s?\.\s?\d,4,4,4,4,2",,,,,,,,,,,,,,,,,,"Surgery,Package",,"Item,Remark,Remark,Remark,Rate,Amount",,,
Ankura_N12127,6,,"Description,13",40,,"Description,Description","3,1,0","1,1,0","Unit,Unit","1,2,0","1,2,0","Rate,Rate","1,2,0","1,2,0","Sponsor Amt,Rate","1,2,1","2,1,0","Discount,Discount","1,10,0","1,10,0","Total,Total","1,2,0","2,1,0",,,,,,,,,,"Description,",,0,"Total Amount|Net Amount|Not Amount,Amount in Words,Prepared On,",,0,Total,,,Total Vitamin,,,,"0,DRIGS,DRUGS#0,DRI GGROUP,DRUGGROUP#",,,,,,yes,yes,,,,,,,,,,,,,,,,,,,yes,"mt.|Amt.|Discount,4,Day Total|Prepared On,4,Day Total,4,Day Total|Sponsor Amt.Discount|Discount|Hyderabad,3,Total,5",,,,,,,,,"\d\.\d,\d\.\d,\d\.\d,\d\.\d,3,3,5,5,2",,,,,,,,,,,,,,,,,,"Bed Charges,Consultation - IP,DRUGGROUP,Speech Theraphy,Registration,Radiology,Procedure,Miscellaneous,Laboratory Services,Equipment Charges,DRUGS,Package,Service,Diagnostic Lab,Cardiology,SURGICAL CONSUMABLES",,"Description,Qty,Rate,Remark,Remark,Amount",,,
Ankura_N12127_1,8,,"Description,13",40,,"Description,Description","3,1,0","1,1,0","Unit,Unit","1,2,0","1,10,0","Rate,Rate","3,10,0","1,2,0","Sponsor Amt,Rate","1,2,1","11,10,0","Discount,Discount","1,10,0","1,10,0","SGST,SGST","1,10,0","1,2,0","CGST,CGST","1,10,0","1,2,0","Total,Total","1,2,0","2,1,0",,,,"Amt.|Description,",,0,"Total Amount|Net Amount|Not Amount,Amount in Words,Prepared On,",,0,Total,,,Total Vitamin,,,,"0,DRIGS,DRUGS#0,DRI GGROUP,DRUGGROUP#",,,,,,yes,yes,,,,,,,,,,,,,,,,,,"2,3,space#",yes,"Day Total,5,Day Total,5,Day Total,5,Day Total,5,Day Total,5",,,,,,,,,"\d\.\d|\.\d+,\d\.\d,\d\.\d,\d\.\d,6,6,6,6,2",,,,,,,,,,,,,,,,,,"Bed Charges,Consultation - IP,DRUGGROUP,Speech Theraphy,Registration,Radiology,Procedure,Miscellaneous,Laboratory Services,Equipment Charges,DRUGS,Package,Service,Diagnostic Lab,Cardiology,SURGICAL CONSUMABLES",,"Description,Qty,Rate,Remark,Remark,Remark,Remark,Amount",,,
Ankura_N12127_2,6,yes,"Rate,6",40,,"Date,Age/Gender,0,Age/Gender,0","2,1,0","2,1,0","Item,Age/Gender,0,Age/Gender,0","2,1,1","7,1,0","Qty,FINAL BILL,0,FINAL BILL,2","1,4,1","3,1,0","Rate|Remark,FINAL BILL,0,FINAL BILL,2","20,1,1","20,1,0","Amount|Remark,FINAL BILL,0,FINAL BILL,2","20,1,1","20,1,0","NetAmount,Discharge Date,0,Discharge Date,0","7,1,1","15,1,0",,,,,,,,,,"FINAL BILL,",,1,"Gross|Order Rece|Episode Rece,",,20,Subtotal,,,Total Vitamin,,,,"0,stration,Registration#0,neral Ward,General Ward#",,,,,,yes,yes,,,,,,,,,,,,,,,,,,,yes,"Ward Description,0,ServiceName,0,Ward Description|ServiceDate,0,Total,2,Ward Description|ServiceGroup,0",,,,,,,,,"\D+\s\d+\D?\s\d+|Ward|NICU|PGC|PICU|Deluxe Room|Dx,\D+\s\d+\D?\s\d+\s\d+\:\d+\:\d+\s\D+\s\d+\D?\s\d+\s\d+\:\d+\:\d+\s\D+,\d\.\d|\.\d+|\d\s?\.\s?\d,\d\.\d|\d\s?\.\s?\d,0,0,3,3,2",,,,,,,,,,,,,,,,,,"Bed Charges,Doctor Visits,Registration,Equipment,Other Services,Procedure,Diagnostic,Medicines & Consumables,Returns",,"Date,Item,Qty,Rate,Remark,Amount",,,
Aryan_N6097,6,,"Amount,10",70,,"Ser Cd,Ser|Service|Services / Investigation","5,2,0","1,4,0","Services/Investigation,Ser|Service|Services / Investigation","1,1,1","7,2,0","HSN/SAC,Qty","2,1,0","3,2,1","Qty,Qty","2,5,0","0,1,0","Rate,Rate|Rat","1,1,0","1,5,1","Amount,Amount","1,1,0","0,1,0",,,,,,,,,,"Ref. Form|Ref.Form,Service Cd",,5,"Organization Payable Amount,",,0,Subtotal,,,Total Vitamin,,,,"0,MI CROBI OLOGY,MICROBIOLOGY#0,EQUI PMENT,EQUIPMENT#0,CARDI OLOGY,CARDIOLOGY#0,I P PHARMACY,IP PHARMACY#0,PULMONOLOG,PULMONOLOGY#0,I nvestigation Charges,Investigation Charges#0,BIOCHEMI STRY,BIOCHEMISTRY#0,PHYSI OTHERAPY,PHYSIOTHERAPY#0,BI OCHEMI STRY,BIOCHEMISTRY#0,CONSULTA,CONSULTANCY#0,HOSPITALI TY SERVICES,HOSPITALITY SERVICES#0,CLINI CAL PATHOLOGY,CLINICAL PATHOLOGY#",,,,,,yes,,,,,,,,,,yes,,,,,,,,,,yes,"Rate,4,Amount,5,Rate,4,Amount,5,Rate,4",,,,,,,,,"\d\s?\.\s?\d,\d\s?\.\s?\d,\d\s\d|\d\s\D|\d\D\w,\d\s?\.\s?\d,\d\s?\.\s?\d,\d\s?\.\s?\d,4,5,4,5,5,5,3",,,Neurology Charges,,,,,,,,,,,,,,,"Bed Charges,Radiology Charges,Professional Charges,Laboratory Charges,Pharmacy Charges,Procedure Charges,Service Charges,Bed Charges,HOSPITALITY SERVICES,BIOCHEMISTRY",,"Item,Description,Remark,Qty,Rate,Amount",,"3,4,5",
Aryan-Pharma,6,,"Expiry,8",70,,"S.No,S.No|s.No|S.NO","1,1,0","1,2,1","Item Name,S.No|s.No|S.NO","1,10,1","1,1,0","Batch,Batch","1,2,0","1,2,0","Expiry,Expiry","7,10,0","1,1,0","Qty,Qty|aty|ty","1,1,0","1,2,0","Sale Value,Sale","1,2,0","1,1,0",,,,,,,,,,"Item|Batch,",,5,"Total Amount,",,0,total,,,Total Vitamin,,"3,Cost Center Total,Cost Center total#",,"3,Cost Canter Total,Cost Canter total#",,,,,,,,,,,,yes,,,,,,,,,,,,,,yes,"ty,4,ty,4,ty,4,ty,4,ty,4",,,,,,,,,"\d\D\d|\d\.\w|\d\s\d,\d\.\d,\d\.\d,\d\.\d,5,5,5,5,2",,,,,,,,,,,,,,,,,,"Cost Center Co : AHPL,Cost Center Cd : AHPL,Cost Center Cd : AHPL,Head",,"S.No,Description,Batch,Date,Qty,Amount",,,
Malik_N4525,6,,"Amount,6",30,,"Description,Description","3,2,0","1,2,0","GST,Rate","2,1,0","2,1,1","Batch,Rate","2,1,0","2,1,1","Rate,Rate","7,10,0","1,2,0","Qty,Qty|aty","1,2,0","1,2,0","Amount,Amount","5,2,0","1,1,0",,,,,,,,,,"Description,",,0,"Tota,Net Amount",,0,Subtotal,,,Total Vitamin,,"0,X-Ray Ch,X-Ray Charges#",,"0,X-Ray Chargesarges,X-Ray Charges#0,2 Consultation,Consultation#0,3 Laboratory Charges,Laboratory Charges#0,4 Medicine,Medicine#",,,,,,yes,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,"\d\D\d|\d\.\d|\d\s\d,\d\.\d,\d\.\d,\d\.\d,5,5,5,5,2",,,,,,,,,,,,,,,,,,"Room,Consultation,Laboratory Charges,Medicine,ECG,X-Ray Charges,Others",,"Description,Remark,Remark,Rate,Qty,Amount",,,
Malik_N4525_lab,6,,"Description,15",20,,"Date,Date","3,2,0","7,10,0","Code,Code","1,10,0","1,2,0","Description,Description","1,10,0","1,1,0","Remark,Qty","1,2,0","1,1,1","Qty,Quantity|Qty","1,10,0","1,10,0","Amount,Amount","1,2,0","2,1,0",,,,,,,,,,"Description,",,0,Total,,0,Subtotal,,,Total Vitamin,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\d\-\w+\-\d,\d\/\w+\/\d,\d\D\d|\d\.\d|\d\s\d|\d\.\d,\d\.\d|\d\.\d,0,5,5,5,2",,,,,,,,,,,,,,,,,,Laboratory,,"Date,Remark,Item,Remark,Qty,Amount",,,
sjm_16250,6,,"Particulars,12",30,,"Date,Date","1,1,0","1,2,0","Particulars,Particulars","3,2,0","1,2,0","Rate,Rate","1,10,0","1,2,0","Nos,Nos","1,2,0","1,2,0","Disc,Disc","1,10,0","1,10,0","Net Amt Rs.,Disc","1,1,1","2,1,0",,,,,,,,,,"Particulars,",,0,"Net Total,Amount Received",,0,Total,,,Total Vitamin,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\d\D\d,\d\.\d,\d\s\d,\d\.\d,\d\.\d,\d\.\d,5,5,5,5,5,5,2",,,Hysteroscopic Endometrial Polypectomy(L- II )/LSHH1267,,,,,,,,,,,,,,,"PATHOLOGY,RADIOLOGY,ROOM CHARGES,CONSULTANT VISIT FEE,MEDICINE & CONSUMABLES,GYNAE & OBST,BLOOD BANK,SURGERY CHARGES",,"Date,Particulars,Rate,Remark,Remark,Amount",,,
sjm-pharma,6,,"Rate,4",50,,"Item,Item Description","1,2,0","35,10,0","Batch,Batch","1,10,0","1,10,0","Exp.,Exp.","1,2,0","1,2,0","Qty,Quantity","1,10,0","1,2,0","Rate,Rate","1,2,0","1,2,0","Amount,Amount","1,2,0","2,1,0",,,,,,,,,,"Rate,",,0,"MSG,All disputes, ",,0,TOTAL,,,Total Vitamin,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,"\d\D\d|\d\.\d|\d\s\d,\d\.\d,\d\.\d,\d\.\d,5,5,5,5,2",,,,,,,,,,,,,,,,,,Head,,"Item,Batch,Date,Qty,Rate,Amount",,,
KIMS_N14759,6,,"HSN/SAC|Rate,9",40,,"Ser Cd,Ser|Ser. Cd","1,1,0","1,4,0","Services/Investigation,Ser|Ser. Cd","1,2,1","4,1,0","HSN/SAC,Rate","3,1,0","4,1,1","Qty,Rate","2,1,0","3,1,1","Rate,Rate","2,1,0","1,5,1","Amount,Amount","1,1,0","0,1,0",,,,,,,,,,"Rate,Rate|Rat",,5,"Organization Payable Amount,Indicates Cash",,25,Subtotal,,,Total Vitamin,,,,,,,,,,yes,,yes,,,,,,,,yes,,,,,,,,,,yes,"PACKAGES,0,PACKAGES,0,PACKAGES,0,PACKAGES,0,PACKAGES,0",,,,,,,,,"\w{4},\d\s?\.\s?\d|\d\s\d,\d\s?\.\s?\d|\d\s\d|\d\s\D,\d\s?\.\s?\d,2,5,4,5,3",,,,,,,,,,,,,,,,,,"FOOD AND BEWARAGES,OT INSTRUMENTS,HOSPITAL SERVICES,HOSPITALITY SERVICES,EAR NECK THROAT,ROOM CHARGES,ANAESTHESIOLOGY,GENERAL SURGERY,PULMONOLOG,X-RAY,EMERGENCY,OT CHARGES,NEUROLOGY,BIOCHEMISTRY,MRI,DIET,ORTHOPAEDICS,BLOOD BANK,CT SCANNING,MICRO BIOLOGY,MOLECULAR BIOLOGY,PATHOLOGY,CARDIOLOGY,CASUALITY AND TRAUMA,PHYSIO THERAPY DEPARTMENT,PLASTIC SURGERY,RHEUMATOLOGY,ULTRASOUND,HISTO PATHOLOGY,NEURO REHABILITATION,NEURO SURGERY,NEPHROLOGY,CARDIOTHORACIC SURGERY,IP Pharmacy Charges,OT Pharmacy Charges,Pharmacy Returns,PULMONOLOGY,WARD CHARGES,UROLOGY,MEDICAL GASTRO ENTEROLOGY,INTERNAL MEDICINE/GENERAL MEDICINE,PROCEDURE",,"Ser Cd,Services / Investigations,HSN/SAC,Qty,Rate,Amount",,"3,4,5",
Chennainational_N15220_2,6,,"AMOUNT,6",40,,"SERVICE NAME,SERVICE","1,1,0","1,1,0","Remark,QTY","4,1,0","4,1,1","Remark,QTY","4,1,0","4,1,1","Remark,QTY","4,1,0","4,1,1","QTY,QTY","3,2,0","1,2,0","AMOUNT,AMOUNT","1,10,0","2,1,0",,,,,,,,,,"AMOUNT,",,0,"Bill Amount,Bill Prepared By",,0,Sub Total,,,Total Vitamin,,,,,,,"SURGEON CHARGES,0,SURGEON CHARGE,0#ROUND OFF,0,ROUND OFFF,0",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\d\D\d|\d\.\d|\d\s\d,\d\.\d,\d\.\d,\d\.\d,5,5,5,5,2",,,,,,,,,,,,,,,,,,"GENERAL SERVICES,HOSPITAL,ROOM CHARGE,CONSULTATION, CHARGES,PHARMACY,ICU,LAB INVESTIGATIONS,IPD,RADIOLOGY,ROUND OFFF,OT CHARGES,SURGEON CHARGE,CARDIOLOGY PROCEDURE,CONSULTATION CHARGES,CARDIOLOGY",,"Service Name,Remark,Remark,Remark,Qty,Amount",,,
Chennainational_N15220,6,,"Unit Rate,10",40,,"Code,Code","1,1,0","1,10,0","Description,Description","1,2,0","1,2,0","Date,Date","1,10,0","1,2,00","Unit Rate,Unit","1,10,0","1,10,0","Qty,Qty","1,10,0","2,1,0","Amount,Amount","1,10,0","3,1,0",,,,,,,,,,"Amount,",,0,"Net Bill,",,0,Total,,,Total Vitamin,,,,,,,"OT,0,OT CHARGE,0",,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\d\/\d{2}\/\d,\d\.\d,\d\.\d,\d\.\d,2,3,5,5,2",,,,,,,,,,,,,,,,,,"LAB,CASUALTY,CARDIOLOGY,RADIOLOGY,OT CHARGE,ULTRASOUND,BLOOD BANK,PHARMACY,ROOM RENT,CONSULTATION",,"Code,Description,Date,Unit,Qty,Amount",,,
Chennainational_N15220-pharma,6,,"AMOUNT,7",40,,"Date,DATE","1,1,0","1,10,0","Description,PRODUCT","1,2,0","1,2,0","Qty,QTY","1,1,0","1,2,1","Batch,QTY","1,1,0","1,1,0","Rate,RATE","1,2,0","1,10,0","Amount,AMOUNT","1,10,0","2,1,0",,,,,,,,,,"AMOUNT,",,0,"Total Amount,",,0,Subtotal,,,Total Vitamin,,,,,,,,,,yes,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,"\d\/\d{2}\/\d,\d\.\d,\d\.\d,\d\.\d,0,5,5,5,2",,,,,,,,,,,,,,,,,,Pharmacy,,"Date,Item,Qty,Batch,Expiry,Rate,Amount",,,
Neelkanth_N4462,6,,"Description,12",40,,"Date,Date","1,2,0","1,2,0","Description,Description","1,10,1","1,1,0","Unit,Unit","1,10,0","1,10,0","Rate,Rate","1,1,0","1,10,0","Dis,Dis","12,10,1","1,1,0","Amt,Dis","15,10,1","2,1,0",,,,,,,,,,"Services,",,0,"Service Total,",,0,Sub Total,,,Total Vitamin,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,yes,"Unit,2,Unit,2,Unit,2,Unit,2,Unit,2",,,,,,,,,"\d\-\d{2}\-\d,\d\.\d,\d\.\d,\d\.\d,0,5,5,5,2",,,,,,,,,,,,,,,,,,"Additional Service,Consultation,Laboratory,Medicine,Room Charges,Radiology,Procedure",,"Date,Description,Unit,Rate,Remark,Amount",,,
Muruganhospitals_N16133,6,,"Particulars,12",40,,"Particulars,Particulars","1,2,0","2,1,0","Remark,Qty|aty","3,2,0","1,1,1","Remark,Qty|aty","3,2,0","1,1,1","Qty,Qty|aty","1,10,0","1,10,0","Rate,Rate","1,2,0","1,10,0","Amout,Amount","1,10,0","2,1,0",,,,,,,,,,"Amount,",,0,"Total,Print,Page,",,0,Sub Total,,,Total Vitamin,,"0,1. Room Charge,Room Charge#",,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\d\/\d{2}\/\d,\d\.\d,\d\.\d,\d\s\d,\d\s\d,\d\s\d,0,5,5,5,5,5,2",,,"Haematology,Bio Chemistry,X-Ray",,,,,,,,,,,,,,,"Room Charge,Hospital Service Charges,Procedure Charges,Consultant Fees, Pharmacy Charges - CLAIM,Ward Utility Charges,MRD CHARGES,Investigation Charges,Pharmacy Charges - CLAIM",,"Date,Particulars,Remark,Qty,Rate,Amount",,,
Muruganhospitals_N16133-pharma,6,,"Amount,6",40,,"S.No,S.No","1,2,0","1,10,0","Product Name,Product","1,10,0","1,1,0","Batch No,Batch","1,10,0","1,2,0","Expiry Date,Expiry","1,2,0","1,2,0","Qty,Qty","1,10,0","1,10,0","Amount,Amount","1,10,0","1,1,0",,,,,,,,,,"Req. No,",,0,"Page,",,0,Net Total,,,Total Vitamin,,,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,yes,"S.No. Product Name,0,S.No. Product Name,0,S.No. Product Name,0,S.No. Product Name,0,Amount,5",,,,,,,,,"\d\/\d{2}\/\d,\d\.\d,\d\.\d,\d\s\d,3,4,5,5,2",,,,,,,,,,,,,,,,,,Head,,"S.No,Description,Batch,Date,Qty,Amount",,,
Surya_N15458,6,,"Qty|Oty,5",60,,"Description,Order Dt.","1,1,1","6,1,0","Blank,Order Dt.","1,2,0","1,2,0","Order Dt.,Order Dt.","18,1,1","22,1,0","Qty,Qty|Oty","3,2,0","1,100,0","Gross,Gross","3,2,0","1,2,0","Net,Net","5,2,0","2,1,0",,,,,,,,,,"Order Dt.|Consulting,",,2,"Items Total,Page",,5,Total,,,Total Vitamin,,"0,Tota,Total#",,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,yes,"Qty,3,Drugs/Surgical/Consumables|Retail Pharmacy,0,Services,0,Services,0,Services,0",,,,,,,,,"\d\.\d,\d\.\d,\d{2}\/\d{2}\/\d{2}|\d\/\d{2}\/\d|\w+\-\d,\d\.d,\d\.d,\d\.d,4,4,1,5,5,5,2",,,"Services,Professional charges,Procedure Charges,Drugs/Surgical/Consumables,Retail Pharmacy,LEVOLIN RESPULES,Operation Theater Charges,Procedure Charges,TEGADERM 1623,PAZOLAB 40MG INJ (",,,,,,,,,,,,,,,"Professional fees,Bed charges,Laboratory Investigations,Radiology,Misc Charges Investigations,Procedure charges,Admin Charges,Drugs/Medicines,Surgical Disposables,Implants,Rehabilitation,Other Medical Consumables,Blood Storage-SSSH,Misc Charges,Radiology Investigations",,"Description,Remark,Date,Qty,Amount,Remark",,,
Surya_N15458_daycare,6,,"Qty,5",50,,"Description,Qty","18,1,0","6,1,1","Blank,Qty","3,1,0","3,1,1","Qty,Qty","3,2,0","1,100,0","Rate,Rate","1,2,0","1,10,0","Gross,Gross","1,2,0","1,2,0","Net,Net","5,2,0","2,1,0",,,,,,,,,,"Qty|Rate,",,2,Bill Amount,,5,Total,,,Total Vitamin,,"0,Tota,Total#",,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\d{2}\/\d{2}\/\d{2}|\d\/\d{2}\/\d,Professional charges|Operation Theater Charges|Procedure Charges,\d\.d,\d\.d,\d\.d,\d\.d,1,0,4,5,5,5,2",,,Package,,,,,,,,,,,,,,,Services,,"Description,Remark,Qty,Rate,Amount,Remark",,,
remedy_N0099,6,,"Description,12",40,,"Date,Date","2,1,0","1,2,0","Description,Description","1,2,0","1,2,0","Rate,Rate","1,10,0","1,10,0","Qty,Qty","1,2,0","1,10,1","Disc Amt,Amount","22,10,0","3,2,1","Amount,Amount","1,2,0","1,1,0",,,,,,,,,,"IDCard No,",,0,"Grand Total|Road No.4,",,-15,Total,,,Total Vitamin,,,,"0,ciation,Accomodation#0,5. Pharmacy,Pharmacy#0,.Accomodation,Accomodation#0,1.Accomodation,Accomodation#0,.Sales Returns,Sales Returns#0,1.Accomodat,Accomodation#",,,,,,yes,,yes,,,,,,,,,,,,,,,,,,yes,"Rate,2,Rate,3,Rate,3,Rate,3,Amount,5",,,,,,,,,"\d\D\d\s?\d|\d\/\d{2}\/\d|\d\s\d{2}\d|\d\D\d,\d\.\d,\d\.\d,\d\.\d,0,4,5,5,2",,,,,,,,,,,,,,,,,,"Accomodation,Consultation,Services,Investigations,Pharmacy,investigations,Sales Returns",,"Date,Description,Rate,Qty,Remark,Amount",,,"31, 241, 241, 508, 508, 1215, 1332, 1555, 1685, 1842, 1800, 2328"
